,Date Time,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),Wx,Wy,max Wx,max Wy
0,13.03.2016 19:00:00,1003.1473917671191,3.322555124273448,276.1944333583421,-1.3847506004552121,76.1002094080585,8.681636901778774,5.597525160870341,3.071536291179476,3.4540846535165137,5.543880219522338,1262.0369257322984,1.8281798083274161,1.4288606292594148,2.8466982417986415,2.277704731815738
1,13.03.2016 20:00:00,1003.5278140717256,2.961244892451039,275.80621342865965,-1.6266858771279669,76.95332865195806,8.713462536127318,5.5919491695068775,3.10650803729225,3.453280278947972,5.541816365579507,1264.379479986082,1.7162017418416564,1.4950759953468027,2.664160571858222,2.426979106212967
2,13.03.2016 21:00:00,1004.3739270623746,2.7842584231426297,275.5611529977789,-1.6018944545712035,78.01184904893286,8.555663050564466,5.6063607117375485,2.938059214137281,3.4599318133849075,5.552773987755805,1266.2902566818811,1.5027762546556076,1.385305956380432,2.3215314989073277,2.264834086784112
3,13.03.2016 22:00:00,1004.3446793299847,2.371301344011105,275.15454149696143,-1.493951715573738,80.36234032062337,8.197986418104106,5.713038732381147,2.4774108775535177,3.5314904207112217,5.666823501215507,1268.075820668912,1.3422495954845641,1.302587427072817,2.054096432236268,2.14161110461242
4,13.03.2016 23:00:00,1003.953463584415,2.1026355947108177,274.92156772830765,-1.1600714504914436,82.83926385972063,7.870257739212033,5.967802090550066,1.9076010001089054,3.7000677144923584,5.93514990568745,1268.646648050761,1.2724849370109141,1.136605797763781,1.926096901701063,1.855385715814942
5,14.03.2016 00:00:00,1004.499418618001,1.4453187429839582,274.21754851554783,-1.5612220593954778,83.58753925188978,7.270840025740716,5.824129637237856,1.4586911066393307,3.6081024810127817,5.787907079872591,1272.3355428618472,1.1293259846950137,0.9517626260155199,1.6890949079121085,1.53955774975827
6,14.03.2016 01:00:00,1005.6732547794924,0.3524773349005379,273.02787710501906,-2.4388080805677754,84.19839537765802,6.364031658907321,5.350253647507718,1.0159769712198372,3.3008750218456453,5.2981429605304875,1278.8555534115087,0.8437110429623474,0.7165504345506384,1.2292161608747953,1.1444571469099585
7,14.03.2016 02:00:00,1005.4242083945416,0.1032961925309337,272.81061256502693,-2.184594493955543,86.60035658408012,6.297654221534642,5.505369800953771,0.793279154792264,3.4049655809917487,5.464284980361706,1279.6085190225601,0.7893471390024139,0.6533658077390001,1.1273365260347972,1.0304396395507034
8,14.03.2016 03:00:00,1004.7387071863185,-0.2680627726354725,272.49881599424464,-2.0682649357707836,88.51827310041548,5.929654472561809,5.611627678298503,0.3073012492771383,3.476884182557863,5.578988843182957,1280.297235304905,0.6011415706354594,0.399242000508408,0.8196854019835972,0.5866982009376701
9,14.03.2016 04:00:00,1003.197763466262,-0.2713674692729615,272.63049623213936,-1.8440857284997607,89.82682154760818,6.089611410589327,5.713472420598306,0.36302660244383755,3.5512722713682536,5.697693708289789,1278.3021469282708,0.7375272912488736,0.5721369133577854,1.0293616595819879,0.8750156863219419
